frame,images_centroid_x,images_centroid_y,images_delta_x,images_delta_y,images_distance,images2_centroid_x,images2_centroid_y,images2_delta_x,images2_delta_y,images2_distance,timestamp_s
5719,16,16,-1,0,1,18,18,1,0,1,285.95
5720,18,15,2,-1,2.236067977,19,19,1,1,1.414213562,286
5721,17,16,-1,1,1.414213562,19,19,0,0,0,286.05
5722,17,17,0,1,1,18,19,-1,0,1,286.1
5723,17,17,0,0,0,19,19,1,0,1,286.15
5724,17,18,0,1,1,18,19,-1,0,1,286.2
5725,18,17,1,-1,1.414213562,15,19,-3,0,3,286.25
5726,17,16,-1,-1,1.414213562,15,16,0,-3,3,286.3
5727,17,17,0,1,1,16,20,1,4,4.123105626,286.35
5728,16,19,-1,2,2.236067977,15,11,-1,-9,9.055385138,286.4
5729,17,18,1,-1,1.414213562,16,20,1,9,9.055385138,286.45
5730,15,18,-2,0,2,17,20,1,0,1,286.5
5731,17,17,2,-1,2.236067977,17,20,0,0,0,286.55
5732,16,18,-1,1,1.414213562,16,19,-1,-1,1.414213562,286.6
5733,16,16,0,-2,2,16,19,0,0,0,286.65
5734,17,18,1,2,2.236067977,16,18,0,-1,1,286.7
5735,18,18,1,0,1,15,19,-1,1,1.414213562,286.75
5736,,,,,,15,18,0,-1,1,286.8
5737,18,20,0,2,2,14,18,-1,0,1,286.85
5738,17,20,-1,0,1,16,18,2,0,2,286.9
5739,20,17,3,-3,4.242640687,17,18,1,0,1,286.95
5740,19,18,-1,1,1.414213562,18,17,1,-1,1.414213562,287
5741,18,19,-1,1,1.414213562,18,18,0,1,1,287.05
5742,19,18,1,-1,1.414213562,17,18,-1,0,1,287.1
5743,,,,,,,,,,,287.15
5744,19,19,0,1,1,,,,,,287.2
5745,18,19,-1,0,1,18,16,1,-2,2.236067977,287.25
5746,19,19,1,0,1,,,,,,287.3
5747,19,18,0,-1,1,17,17,-1,1,1.414213562,287.35
5748,21,19,2,1,2.236067977,18,17,1,0,1,287.4
5749,,,,,,17,17,-1,0,1,287.45
5750,,,,,,,,,,,287.5
5751,20,19,-1,0,1,18,17,1,0,1,287.55
5752,19,17,-1,-2,2.236067977,,,,,,287.6
5753,19,17,0,0,0,18,16,0,-1,1,287.65
5754,19,17,0,0,0,18,17,0,1,1,287.7
5755,16,19,-3,2,3.605551275,16,16,-2,-1,2.236067977,287.75
5756,18,18,2,-1,2.236067977,17,16,1,0,1,287.8
5757,17,19,-1,1,1.414213562,17,16,0,0,0,287.85
5758,18,18,1,-1,1.414213562,18,17,1,1,1.414213562,287.9
5759,17,19,-1,1,1.414213562,17,18,-1,1,1.414213562,287.95
5760,18,18,1,-1,1.414213562,18,17,1,-1,1.414213562,288
5761,17,18,-1,0,1,18,14,0,-3,3,288.05
5762,17,19,0,1,1,,,,,,288.1
5763,18,19,1,0,1,17,18,-1,4,4.123105626,288.15
5764,17,19,-1,0,1,17,18,0,0,0,288.2
5765,17,18,0,-1,1,17,18,0,0,0,288.25
5766,17,20,0,2,2,18,18,1,0,1,288.3
5767,18,19,1,-1,1.414213562,18,18,0,0,0,288.35
5768,17,19,-1,0,1,18,17,0,-1,1,288.4
5769,17,15,0,-4,4,17,18,-1,1,1.414213562,288.45
5770,16,18,-1,3,3.16227766,18,18,1,0,1,288.5
5771,17,17,1,-1,1.414213562,19,20,1,2,2.236067977,288.55
5772,16,20,-1,3,3.16227766,17,18,-2,-2,2.828427125,288.6
5773,17,18,1,-2,2.236067977,18,18,1,0,1,288.65
5774,18,15,1,-3,3.16227766,,,,,,288.7
5775,18,18,0,3,3,17,20,-1,2,2.236067977,288.75
5776,17,18,-1,0,1,15,18,-2,-2,2.828427125,288.8
5777,17,18,0,0,0,16,17,1,-1,1.414213562,288.85
5778,18,18,1,0,1,17,18,1,1,1.414213562,288.9
5779,18,17,0,-1,1,16,18,-1,0,1,288.95
5780,18,17,0,0,0,17,19,1,1,1.414213562,289
5781,18,19,0,2,2,16,18,-1,-1,1.414213562,289.05
5782,17,18,-1,-1,1.414213562,17,19,1,1,1.414213562,289.1
5783,17,19,0,1,1,17,18,0,-1,1,289.15
5784,18,18,1,-1,1.414213562,17,18,0,0,0,289.2
5785,18,19,0,1,1,18,18,1,0,1,289.25
5786,18,18,0,-1,1,17,19,-1,1,1.414213562,289.3
5787,17,18,-1,0,1,17,18,0,-1,1,289.35
5788,19,18,2,0,2,17,20,0,2,2,289.4
5789,18,17,-1,-1,1.414213562,16,20,-1,0,1,289.45
5790,21,18,3,1,3.16227766,18,18,2,-2,2.828427125,289.5
5791,18,18,-3,0,3,16,18,-2,0,2,289.55
5792,19,18,1,0,1,16,20,0,2,2,289.6
5793,18,19,-1,1,1.414213562,18,19,2,-1,2.236067977,289.65
5794,18,18,0,-1,1,16,19,-2,0,2,289.7
5795,18,18,0,0,0,17,17,1,-2,2.236067977,289.75
5796,17,18,-1,0,1,16,18,-1,1,1.414213562,289.8
5797,18,18,1,0,1,15,17,-1,-1,1.414213562,289.85
5798,19,19,1,1,1.414213562,18,17,3,0,3,289.9
5799,18,19,-1,0,1,17,20,-1,3,3.16227766,289.95
5800,17,18,-1,-1,1.414213562,17,20,0,0,0,290
5801,17,17,0,-1,1,17,20,0,0,0,290.05
5802,19,20,2,3,3.605551275,16,20,-1,0,1,290.1
5803,17,17,-2,-3,3.605551275,15,18,-1,-2,2.236067977,290.15
5804,16,17,-1,0,1,20,18,5,0,5,290.2
5805,18,20,2,3,3.605551275,17,21,-3,3,4.242640687,290.25
5806,17,20,-1,0,1,16,20,-1,-1,1.414213562,290.3
5807,17,20,0,0,0,16,20,0,0,0,290.35
5808,19,20,2,0,2,16,20,0,0,0,290.4
5809,18,22,-1,2,2.236067977,17,20,1,0,1,290.45
5810,17,21,-1,-1,1.414213562,15,19,-2,-1,2.236067977,290.5
5811,,,,,,17,19,2,0,2,290.55
5812,,,,,,16,19,-1,0,1,290.6
5813,18,19,1,-2,2.236067977,16,18,0,-1,1,290.65
5814,19,19,1,0,1,16,19,0,1,1,290.7
5815,17,20,-2,1,2.236067977,17,19,1,0,1,290.75
5816,18,19,1,-1,1.414213562,16,17,-1,-2,2.236067977,290.8
5817,16,19,-2,0,2,17,19,1,2,2.236067977,290.85
5818,19,21,3,2,3.605551275,15,19,-2,0,2,290.9
5819,18,20,-1,-1,1.414213562,16,20,1,1,1.414213562,290.95
5820,18,19,0,-1,1,17,20,1,0,1,291
5821,19,20,1,1,1.414213562,17,20,0,0,0,291.05
5822,19,17,0,-3,3,18,19,1,-1,1.414213562,291.1
5823,19,21,0,4,4,18,19,0,0,0,291.15
5824,18,19,-1,-2,2.236067977,17,19,-1,0,1,291.2
5825,17,20,-1,1,1.414213562,17,19,0,0,0,291.25
5826,17,20,0,0,0,18,18,1,-1,1.414213562,291.3
5827,18,19,1,-1,1.414213562,18,18,0,0,0,291.35
5828,19,19,1,0,1,18,18,0,0,0,291.4
5829,18,19,-1,0,1,17,17,-1,-1,1.414213562,291.45
5830,17,20,-1,1,1.414213562,18,18,1,1,1.414213562,291.5
5831,17,20,0,0,0,,,,,,291.55
5832,15,21,-2,1,2.236067977,,,,,,291.6
5833,16,18,1,-3,3.16227766,18,18,0,0,0,291.65
5834,19,18,3,0,3,18,19,0,1,1,291.7
5835,17,20,-2,2,2.828427125,17,18,-1,-1,1.414213562,291.75
5836,17,20,0,0,0,18,18,1,0,1,291.8
5837,18,19,1,-1,1.414213562,19,19,1,1,1.414213562,291.85
5838,16,19,-2,0,2,17,18,-2,-1,2.236067977,291.9
5839,15,19,-1,0,1,19,18,2,0,2,291.95
5840,17,19,2,0,2,19,17,0,-1,1,292
5841,17,19,0,0,0,18,17,-1,0,1,292.05
5842,16,19,-1,0,1,18,19,0,2,2,292.1
5843,17,19,1,0,1,19,18,1,-1,1.414213562,292.15
5844,17,20,0,1,1,19,18,0,0,0,292.2
5845,18,20,1,0,1,19,17,0,-1,1,292.25
5846,19,19,1,-1,1.414213562,18,17,-1,0,1,292.3
5847,18,21,-1,2,2.236067977,19,17,1,0,1,292.35
5848,18,20,0,-1,1,19,20,0,3,3,292.4
5849,18,21,0,1,1,20,18,1,-2,2.236067977,292.45
5850,16,19,-2,-2,2.828427125,20,18,0,0,0,292.5
5851,19,18,3,-1,3.16227766,19,19,-1,1,1.414213562,292.55
5852,19,20,0,2,2,19,19,0,0,0,292.6
5853,18,19,-1,-1,1.414213562,21,19,2,0,2,292.65
5854,18,19,0,0,0,19,18,-2,-1,2.236067977,292.7
5855,18,20,0,1,1,19,18,0,0,0,292.75
5856,19,18,1,-2,2.236067977,19,18,0,0,0,292.8
5857,16,19,-3,1,3.16227766,19,18,0,0,0,292.85
5858,17,19,1,0,1,19,18,0,0,0,292.9
5859,17,19,0,0,0,18,18,-1,0,1,292.95
5860,18,19,1,0,1,19,17,1,-1,1.414213562,293
5861,17,19,-1,0,1,17,18,-2,1,2.236067977,293.05
5862,18,19,1,0,1,17,19,0,1,1,293.1
5863,19,18,1,-1,1.414213562,18,18,1,-1,1.414213562,293.15
5864,18,19,-1,1,1.414213562,17,19,-1,1,1.414213562,293.2
5865,16,20,-2,1,2.236067977,18,18,1,-1,1.414213562,293.25
5866,18,19,2,-1,2.236067977,18,18,0,0,0,293.3
5867,17,20,-1,1,1.414213562,18,17,0,-1,1,293.35
5868,16,20,-1,0,1,19,20,1,3,3.16227766,293.4
5869,17,20,1,0,1,17,18,-2,-2,2.828427125,293.45
5870,17,18,0,-2,2,19,17,2,-1,2.236067977,293.5
5871,17,17,0,-1,1,19,17,0,0,0,293.55
5872,17,16,0,-1,1,18,17,-1,0,1,293.6
5873,19,16,2,0,2,18,18,0,1,1,293.65
5874,16,17,-3,1,3.16227766,19,18,1,0,1,293.7
5875,17,18,1,1,1.414213562,17,16,-2,-2,2.828427125,293.75
5876,17,18,0,0,0,17,18,0,2,2,293.8
5877,18,18,1,0,1,17,18,0,0,0,293.85
5878,18,18,0,0,0,18,18,1,0,1,293.9
5879,19,19,1,1,1.414213562,18,19,0,1,1,293.95
5880,19,19,0,0,0,17,18,-1,-1,1.414213562,294
5881,19,18,0,-1,1,17,17,0,-1,1,294.05
5882,19,19,0,1,1,17,18,0,1,1,294.1
5883,19,18,0,-1,1,18,18,1,0,1,294.15
5884,17,18,-2,0,2,17,18,-1,0,1,294.2
5885,19,20,2,2,2.828427125,18,18,1,0,1,294.25
5886,17,19,-2,-1,2.236067977,19,19,1,1,1.414213562,294.3
5887,19,18,2,-1,2.236067977,19,19,0,0,0,294.35
5888,17,20,-2,2,2.828427125,17,19,-2,0,2,294.4
5889,17,19,0,-1,1,18,19,1,0,1,294.45
5890,18,19,1,0,1,17,18,-1,-1,1.414213562,294.5
5891,17,20,-1,1,1.414213562,20,21,3,3,4.242640687,294.55
5892,18,19,1,-1,1.414213562,17,19,-3,-2,3.605551275,294.6
5893,18,19,0,0,0,16,17,-1,-2,2.236067977,294.65
5894,17,19,-1,0,1,16,20,0,3,3,294.7
5895,17,19,0,0,0,17,19,1,-1,1.414213562,294.75
5896,17,19,0,0,0,18,21,1,2,2.236067977,294.8
5897,16,21,-1,2,2.236067977,17,19,-1,-2,2.236067977,294.85
5898,16,18,0,-3,3,17,20,0,1,1,294.9
5899,17,19,1,1,1.414213562,19,20,2,0,2,294.95
5900,17,19,0,0,0,18,18,-1,-2,2.236067977,295
5901,15,16,-2,-3,3.605551275,19,19,1,1,1.414213562,295.05
5902,17,18,2,2,2.828427125,20,18,1,-1,1.414213562,295.1
5903,15,19,-2,1,2.236067977,19,20,-1,2,2.236067977,295.15
5904,17,19,2,0,2,18,20,-1,0,1,295.2
5905,17,19,0,0,0,18,20,0,0,0,295.25
5906,18,19,1,0,1,19,18,1,-2,2.236067977,295.3
5907,16,20,-2,1,2.236067977,18,20,-1,2,2.236067977,295.35
5908,15,18,-1,-2,2.236067977,18,21,0,1,1,295.4
5909,16,18,1,0,1,19,20,1,-1,1.414213562,295.45
5910,16,20,0,2,2,19,20,0,0,0,295.5
5911,16,20,0,0,0,17,19,-2,-1,2.236067977,295.55
5912,17,19,1,-1,1.414213562,19,19,2,0,2,295.6
5913,16,21,-1,2,2.236067977,19,19,0,0,0,295.65
5914,17,20,1,-1,1.414213562,19,20,0,1,1,295.7
5915,17,20,0,0,0,17,19,-2,-1,2.236067977,295.75
5916,17,20,0,0,0,18,17,1,-2,2.236067977,295.8
5917,18,19,1,-1,1.414213562,16,19,-2,2,2.828427125,295.85
5918,18,19,0,0,0,17,18,1,-1,1.414213562,295.9
5919,16,18,-2,-1,2.236067977,18,17,1,-1,1.414213562,295.95
5920,17,17,1,-1,1.414213562,18,19,0,2,2,296
5921,17,18,0,1,1,18,20,0,1,1,296.05
5922,17,17,0,-1,1,18,18,0,-2,2,296.1
5923,17,18,0,1,1,18,18,0,0,0,296.15
5924,17,19,0,1,1,17,18,-1,0,1,296.2
5925,16,19,-1,0,1,18,19,1,1,1.414213562,296.25
5926,16,19,0,0,0,17,19,-1,0,1,296.3
5927,16,18,0,-1,1,19,18,2,-1,2.236067977,296.35
5928,16,19,0,1,1,18,19,-1,1,1.414213562,296.4
5929,16,18,0,-1,1,17,18,-1,-1,1.414213562,296.45
5930,15,19,-1,1,1.414213562,18,19,1,1,1.414213562,296.5
5931,16,19,1,0,1,18,20,0,1,1,296.55
5932,17,19,1,0,1,18,18,0,-2,2,296.6
5933,18,19,1,0,1,17,17,-1,-1,1.414213562,296.65
5934,18,18,0,-1,1,17,19,0,2,2,296.7
5935,15,19,-3,1,3.16227766,17,18,0,-1,1,296.75
5936,18,19,3,0,3,16,18,-1,0,1,296.8
5937,17,19,-1,0,1,17,20,1,2,2.236067977,296.85
5938,18,19,1,0,1,16,18,-1,-2,2.236067977,296.9
5939,16,20,-2,1,2.236067977,17,18,1,0,1,296.95
5940,17,19,1,-1,1.414213562,16,20,-1,2,2.236067977,297
5941,,,,,,17,18,1,-2,2.236067977,297.05
5942,,,,,,16,20,-1,2,2.236067977,297.1
5943,17,19,0,0,0,16,18,0,-2,2,297.15
5944,23,4,6,-15,16.15549442,14,21,-2,3,3.605551275,297.2
5945,16,19,-7,15,16.55294536,16,19,2,-2,2.828427125,297.25
5946,18,20,2,1,2.236067977,16,20,0,1,1,297.3
5947,17,19,-1,-1,1.414213562,16,20,0,0,0,297.35
5948,16,18,-1,-1,1.414213562,18,20,2,0,2,297.4
5949,16,19,0,1,1,18,19,0,-1,1,297.45
5950,17,18,1,-1,1.414213562,15,19,-3,0,3,297.5
5951,17,18,0,0,0,17,21,2,2,2.828427125,297.55
5952,16,20,-1,2,2.236067977,16,20,-1,-1,1.414213562,297.6
5953,15,19,-1,-1,1.414213562,16,19,0,-1,1,297.65
5954,15,18,0,-1,1,17,20,1,1,1.414213562,297.7
5955,15,18,0,0,0,15,19,-2,-1,2.236067977,297.75
5956,16,19,1,1,1.414213562,15,21,0,2,2,297.8
5957,16,20,0,1,1,17,21,2,0,2,297.85
5958,16,18,0,-2,2,17,19,0,-2,2,297.9
5959,17,18,1,0,1,17,19,0,0,0,297.95
5960,16,19,-1,1,1.414213562,17,20,0,1,1,298
5961,15,20,-1,1,1.414213562,18,20,1,0,1,298.05
5962,15,19,0,-1,1,17,18,-1,-2,2.236067977,298.1
5963,15,20,0,1,1,18,19,1,1,1.414213562,298.15
5964,15,20,0,0,0,18,19,0,0,0,298.2
5965,16,20,1,0,1,17,19,-1,0,1,298.25
5966,15,20,-1,0,1,18,19,1,0,1,298.3
5967,15,20,0,0,0,18,19,0,0,0,298.35
5968,16,21,1,1,1.414213562,18,20,0,1,1,298.4
5969,16,20,0,-1,1,17,19,-1,-1,1.414213562,298.45
5970,14,19,-2,-1,2.236067977,18,19,1,0,1,298.5
5971,16,20,2,1,2.236067977,18,19,0,0,0,298.55
5972,17,20,1,0,1,17,19,-1,0,1,298.6
5973,17,21,0,1,1,19,20,2,1,2.236067977,298.65
5974,18,20,1,-1,1.414213562,19,19,0,-1,1,298.7
5975,18,20,0,0,0,19,20,0,1,1,298.75
5976,17,21,-1,1,1.414213562,18,18,-1,-2,2.236067977,298.8
5977,17,19,0,-2,2,19,19,1,1,1.414213562,298.85
5978,,,,,,19,20,0,1,1,298.9
5979,,,,,,21,19,2,-1,2.236067977,298.95
5980,17,18,0,-1,1,19,19,-2,0,2,299
5981,18,19,1,1,1.414213562,20,18,1,-1,1.414213562,299.05
5982,18,20,0,1,1,20,18,0,0,0,299.1
5983,17,19,-1,-1,1.414213562,19,18,-1,0,1,299.15
5984,18,18,1,-1,1.414213562,19,18,0,0,0,299.2
5985,17,19,-1,1,1.414213562,18,19,-1,1,1.414213562,299.25
5986,18,20,1,1,1.414213562,19,18,1,-1,1.414213562,299.3
5987,17,19,-1,-1,1.414213562,19,18,0,0,0,299.35
5988,16,19,-1,0,1,19,18,0,0,0,299.4
5989,16,19,0,0,0,18,17,-1,-1,1.414213562,299.45
5990,17,19,1,0,1,18,17,0,0,0,299.5
5991,12,14,-5,-5,7.071067812,18,18,0,1,1,299.55
5992,16,20,4,6,7.211102551,18,17,0,-1,1,299.6
5993,15,18,-1,-2,2.236067977,19,18,1,1,1.414213562,299.65
5994,16,19,1,1,1.414213562,19,18,0,0,0,299.7
5995,16,20,0,1,1,19,18,0,0,0,299.75
5996,15,19,-1,-1,1.414213562,17,18,-2,0,2,299.8
5997,15,18,0,-1,1,18,18,1,0,1,299.85
5998,16,18,1,0,1,18,18,0,0,0,299.9
5999,16,17,0,-1,1,18,17,0,-1,1,299.95
6000,15,18,-1,1,1.414213562,18,17,0,0,0,300
6001,15,17,0,-1,1,17,17,-1,0,1,300.05
6002,16,18,1,1,1.414213562,17,19,0,2,2,300.1
6003,16,17,0,-1,1,18,19,1,0,1,300.15
6004,16,18,0,1,1,18,19,0,0,0,300.2
6005,17,18,1,0,1,18,18,0,-1,1,300.25
6006,15,17,-2,-1,2.236067977,17,17,-1,-1,1.414213562,300.3
6007,16,17,1,0,1,18,17,1,0,1,300.35
6008,17,18,1,1,1.414213562,17,18,-1,1,1.414213562,300.4
6009,16,19,-1,1,1.414213562,17,19,0,1,1,300.45
6010,16,20,0,1,1,17,18,0,-1,1,300.5
6011,17,20,1,0,1,17,19,0,1,1,300.55
6012,17,19,0,-1,1,17,18,0,-1,1,300.6
6013,17,19,0,0,0,17,16,0,-2,2,300.65
6014,17,20,0,1,1,18,19,1,3,3.16227766,300.7
6015,16,19,-1,-1,1.414213562,17,16,-1,-3,3.16227766,300.75
6016,23,4,7,-15,16.55294536,18,19,1,3,3.16227766,300.8
6017,17,23,-6,19,19.92485885,18,18,0,-1,1,300.85
6018,16,17,-1,-6,6.08276253,18,17,0,-1,1,300.9
6019,17,19,1,2,2.236067977,,,,,,300.95
6020,17,22,0,3,3,18,18,0,1,1,301
6021,17,20,0,-2,2,18,18,0,0,0,301.05
6022,18,20,1,0,1,18,18,0,0,0,301.1
6023,16,20,-2,0,2,19,20,1,2,2.236067977,301.15
6024,17,20,1,0,1,18,18,-1,-2,2.236067977,301.2
6025,16,20,-1,0,1,,,,,,301.25
6026,18,20,2,0,2,16,19,-2,1,2.236067977,301.3
6027,17,20,-1,0,1,18,17,2,-2,2.828427125,301.35
6028,16,19,-1,-1,1.414213562,16,17,-2,0,2,301.4
6029,18,19,2,0,2,16,19,0,2,2,301.45
6030,17,18,-1,-1,1.414213562,17,18,1,-1,1.414213562,301.5
6031,17,19,0,1,1,17,19,0,1,1,301.55
6032,18,18,1,-1,1.414213562,17,18,0,-1,1,301.6
6033,18,19,0,1,1,17,18,0,0,0,301.65
6034,18,13,0,-6,6,18,18,1,0,1,301.7
6035,19,17,1,4,4.123105626,18,18,0,0,0,301.75
6036,17,19,-2,2,2.828427125,17,18,-1,0,1,301.8
6037,17,20,0,1,1,18,18,1,0,1,301.85
6038,16,20,-1,0,1,17,18,-1,0,1,301.9
6039,16,17,0,-3,3,17,18,0,0,0,301.95
6040,17,19,1,2,2.236067977,17,17,0,-1,1,302
6041,17,18,0,-1,1,17,19,0,2,2,302.05
6042,17,19,0,1,1,17,18,0,-1,1,302.1
6043,16,19,-1,0,1,16,19,-1,1,1.414213562,302.15
6044,17,21,1,2,2.236067977,18,19,2,0,2,302.2
6045,,,,,,17,19,-1,0,1,302.25
6046,16,19,-1,-2,2.236067977,19,20,2,1,2.236067977,302.3
6047,17,19,1,0,1,17,19,-2,-1,2.236067977,302.35
6048,,,,,,17,20,0,1,1,302.4
6049,16,19,-1,0,1,18,19,1,-1,1.414213562,302.45
6050,17,20,1,1,1.414213562,19,20,1,1,1.414213562,302.5
6051,16,19,-1,-1,1.414213562,19,19,0,-1,1,302.55
6052,16,22,0,3,3,18,21,-1,2,2.236067977,302.6
6053,16,21,0,-1,1,17,22,-1,1,1.414213562,302.65
6054,17,20,1,-1,1.414213562,18,19,1,-3,3.16227766,302.7
6055,16,20,-1,0,1,19,20,1,1,1.414213562,302.75
6056,16,20,0,0,0,17,21,-2,1,2.236067977,302.8
6057,16,20,0,0,0,17,21,0,0,0,302.85
6058,16,21,0,1,1,18,21,1,0,1,302.9
6059,,,,,,17,20,-1,-1,1.414213562,302.95
6060,16,21,0,0,0,18,20,1,0,1,303
6061,17,20,1,-1,1.414213562,17,19,-1,-1,1.414213562,303.05
6062,17,20,0,0,0,19,20,2,1,2.236067977,303.1
6063,16,20,-1,0,1,18,20,-1,0,1,303.15
6064,18,20,2,0,2,16,20,-2,0,2,303.2
6065,17,21,-1,1,1.414213562,18,20,2,0,2,303.25
6066,18,20,1,-1,1.414213562,,,,,,303.3
6067,16,20,-2,0,2,17,20,-1,0,1,303.35
6068,17,20,1,0,1,18,21,1,1,1.414213562,303.4
6069,,,,,,19,21,1,0,1,303.45
6070,,,,,,18,20,-1,-1,1.414213562,303.5
6071,,,,,,18,20,0,0,0,303.55
6072,18,19,1,-1,1.414213562,18,19,0,-1,1,303.6
6073,18,21,0,2,2,17,20,-1,1,1.414213562,303.65
6074,18,20,0,-1,1,18,19,1,-1,1.414213562,303.7
6075,18,20,0,0,0,18,20,0,1,1,303.75
6076,17,20,-1,0,1,16,21,-2,1,2.236067977,303.8
6077,17,20,0,0,0,16,20,0,-1,1,303.85
6078,17,19,0,-1,1,15,19,-1,-1,1.414213562,303.9
6079,17,19,0,0,0,17,21,2,2,2.828427125,303.95
6080,17,19,0,0,0,17,20,0,-1,1,304
6081,18,19,1,0,1,17,20,0,0,0,304.05
6082,17,19,-1,0,1,18,20,1,0,1,304.1
6083,17,19,0,0,0,16,19,-2,-1,2.236067977,304.15
6084,16,17,-1,-2,2.236067977,18,20,2,1,2.236067977,304.2
6085,17,19,1,2,2.236067977,19,20,1,0,1,304.25
6086,16,18,-1,-1,1.414213562,16,20,-3,0,3,304.3
6087,15,18,-1,0,1,19,17,3,-3,4.242640687,304.35
6088,16,18,1,0,1,17,20,-2,3,3.605551275,304.4
6089,15,18,-1,0,1,16,20,-1,0,1,304.45
6090,15,19,0,1,1,18,17,2,-3,3.605551275,304.5
6091,13,18,-2,-1,2.236067977,17,18,-1,1,1.414213562,304.55
6092,14,17,1,-1,1.414213562,17,16,0,-2,2,304.6
6093,14,17,0,0,0,16,19,-1,3,3.16227766,304.65
6094,14,17,0,0,0,15,19,-1,0,1,304.7
6095,15,18,1,1,1.414213562,15,21,0,2,2,304.75
6096,14,19,-1,1,1.414213562,15,21,0,0,0,304.8
6097,15,19,1,0,1,16,19,1,-2,2.236067977,304.85
6098,15,19,0,0,0,17,18,1,-1,1.414213562,304.9
6099,15,18,0,-1,1,17,18,0,0,0,304.95
6100,15,19,0,1,1,15,19,-2,1,2.236067977,305
6101,16,18,1,-1,1.414213562,15,20,0,1,1,305.05
6102,15,19,-1,1,1.414213562,16,20,1,0,1,305.1
6103,15,18,0,-1,1,15,21,-1,1,1.414213562,305.15
6104,15,19,0,1,1,15,20,0,-1,1,305.2
6105,15,17,0,-2,2,14,20,-1,0,1,305.25
6106,15,19,0,2,2,16,16,2,-4,4.472135955,305.3
6107,14,19,-1,0,1,16,21,0,5,5,305.35
6108,15,20,1,1,1.414213562,16,20,0,-1,1,305.4
6109,15,21,0,1,1,15,20,-1,0,1,305.45
6110,16,20,1,-1,1.414213562,15,20,0,0,0,305.5
6111,14,18,-2,-2,2.828427125,16,20,1,0,1,305.55
6112,16,18,2,0,2,15,20,-1,0,1,305.6
6113,16,19,0,1,1,16,18,1,-2,2.236067977,305.65
6114,14,20,-2,1,2.236067977,14,20,-2,2,2.828427125,305.7
6115,14,19,0,-1,1,15,20,1,0,1,305.75
6116,18,15,4,-4,5.656854249,17,19,2,-1,2.236067977,305.8
6117,,,,,,15,20,-2,1,2.236067977,305.85
6118,14,19,-4,4,5.656854249,15,20,0,0,0,305.9
6119,16,19,2,0,2,14,20,-1,0,1,305.95
6120,16,15,0,-4,4,14,20,0,0,0,306
6121,14,17,-2,2,2.828427125,15,20,1,0,1,306.05
6122,15,17,1,0,1,14,20,-1,0,1,306.1
6123,16,18,1,1,1.414213562,14,19,0,-1,1,306.15
6124,15,18,-1,0,1,16,20,2,1,2.236067977,306.2
6125,15,17,0,-1,1,18,18,2,-2,2.828427125,306.25
6126,15,19,0,2,2,14,18,-4,0,4,306.3
6127,14,19,-1,0,1,16,18,2,0,2,306.35
6128,15,19,1,0,1,15,20,-1,2,2.236067977,306.4
6129,15,17,0,-2,2,14,20,-1,0,1,306.45
6130,15,18,0,1,1,15,20,1,0,1,306.5
6131,15,18,0,0,0,15,20,0,0,0,306.55
6132,15,18,0,0,0,15,20,0,0,0,306.6
6133,18,19,3,1,3.16227766,14,15,-1,-5,5.099019514,306.65
6134,16,19,-2,0,2,,,,,,306.7
6135,,,,,,,,,,,306.75
6136,,,,,,15,20,1,5,5.099019514,306.8
6137,,,,,,,,,,,306.85
6138,16,19,0,0,0,,,,,,306.9
6139,16,19,0,0,0,16,18,1,-2,2.236067977,306.95
6140,16,20,0,1,1,16,17,0,-1,1,307
6141,16,18,0,-2,2,15,17,-1,0,1,307.05
6142,16,18,0,0,0,17,17,2,0,2,307.1
6143,16,18,0,0,0,17,19,0,2,2,307.15
6144,16,19,0,1,1,17,20,0,1,1,307.2
6145,16,20,0,1,1,18,20,1,0,1,307.25
6146,16,19,0,-1,1,18,19,0,-1,1,307.3
6147,16,21,0,2,2,16,20,-2,1,2.236067977,307.35
6148,17,20,1,-1,1.414213562,17,19,1,-1,1.414213562,307.4
6149,16,21,-1,1,1.414213562,16,19,-1,0,1,307.45
6150,17,21,1,0,1,17,20,1,1,1.414213562,307.5
6151,16,21,-1,0,1,16,20,-1,0,1,307.55
6152,16,21,0,0,0,16,18,0,-2,2,307.6
6153,16,19,0,-2,2,15,19,-1,1,1.414213562,307.65
6154,16,20,0,1,1,15,19,0,0,0,307.7
6155,17,21,1,1,1.414213562,16,18,1,-1,1.414213562,307.75
6156,16,20,-1,-1,1.414213562,16,19,0,1,1,307.8
6157,17,21,1,1,1.414213562,16,17,0,-2,2,307.85
6158,18,21,1,0,1,16,17,0,0,0,307.9
6159,17,19,-1,-2,2.236067977,18,18,2,1,2.236067977,307.95
6160,16,20,-1,1,1.414213562,17,17,-1,-1,1.414213562,308
6161,16,21,0,1,1,18,17,1,0,1,308.05
6162,15,22,-1,1,1.414213562,18,18,0,1,1,308.1
6163,15,22,0,0,0,18,18,0,0,0,308.15
6164,13,18,-2,-4,4.472135955,19,18,1,0,1,308.2
6165,15,14,2,-4,4.472135955,19,16,0,-2,2,308.25
6166,15,17,0,3,3,19,17,0,1,1,308.3
6167,17,18,2,1,2.236067977,18,19,-1,2,2.236067977,308.35
6168,19,20,2,2,2.828427125,18,17,0,-2,2,308.4
6169,16,20,-3,0,3,19,18,1,1,1.414213562,308.45
6170,15,21,-1,1,1.414213562,20,19,1,1,1.414213562,308.5
