frame,images_centroid_x,images_centroid_y,images_delta_x,images_delta_y,images_distance,images2_centroid_x,images2_centroid_y,images2_delta_x,images2_delta_y,images2_distance,timestamp_s
1906,20,19,4,3,5,16,15,1,-1,1.414213562,95.3
1907,19,17,-1,-2,2.236067977,17,16,1,1,1.414213562,95.35
1908,18,16,-1,-1,1.414213562,16,15,-1,-1,1.414213562,95.4
1909,19,17,1,1,1.414213562,16,16,0,1,1,95.45
1910,18,17,-1,0,1,16,17,0,1,1,95.5
1911,18,18,0,1,1,16,17,0,0,0,95.55
1912,18,18,0,0,0,16,17,0,0,0,95.6
1913,17,16,-1,-2,2.236067977,16,16,0,-1,1,95.65
1914,18,17,1,1,1.414213562,15,17,-1,1,1.414213562,95.7
1915,17,17,-1,0,1,15,16,0,-1,1,95.75
1916,16,17,-1,0,1,16,17,1,1,1.414213562,95.8
1917,,,,,,13,11,-3,-6,6.708203932,95.85
1918,17,18,1,1,1.414213562,,,,,,95.9
1919,17,19,0,1,1,17,19,4,8,8.94427191,95.95
1920,19,17,2,-2,2.828427125,17,18,0,-1,1,96
1921,18,18,-1,1,1.414213562,16,18,-1,0,1,96.05
1922,16,16,-2,-2,2.828427125,17,18,1,0,1,96.1
1923,18,19,2,3,3.605551275,17,17,0,-1,1,96.15
1924,18,18,0,-1,1,16,15,-1,-2,2.236067977,96.2
1925,18,19,0,1,1,17,15,1,0,1,96.25
1926,18,18,0,-1,1,15,17,-2,2,2.828427125,96.3
1927,17,18,-1,0,1,15,18,0,1,1,96.35
1928,17,18,0,0,0,16,16,1,-2,2.236067977,96.4
1929,16,18,-1,0,1,15,19,-1,3,3.16227766,96.45
1930,19,19,3,1,3.16227766,14,17,-1,-2,2.236067977,96.5
1931,18,19,-1,0,1,15,19,1,2,2.236067977,96.55
1932,17,18,-1,-1,1.414213562,14,18,-1,-1,1.414213562,96.6
1933,17,19,0,1,1,14,18,0,0,0,96.65
1934,17,18,0,-1,1,15,19,1,1,1.414213562,96.7
1935,18,18,1,0,1,15,18,0,-1,1,96.75
1936,17,18,-1,0,1,15,17,0,-1,1,96.8
1937,19,18,2,0,2,15,18,0,1,1,96.85
1938,19,19,0,1,1,15,17,0,-1,1,96.9
1939,18,18,-1,-1,1.414213562,16,18,1,1,1.414213562,96.95
1940,17,19,-1,1,1.414213562,15,18,-1,0,1,97
1941,17,19,0,0,0,16,19,1,1,1.414213562,97.05
1942,15,19,-2,0,2,16,19,0,0,0,97.1
1943,18,19,3,0,3,15,19,-1,0,1,97.15
1944,17,18,-1,-1,1.414213562,16,19,1,0,1,97.2
1945,18,18,1,0,1,16,19,0,0,0,97.25
1946,18,19,0,1,1,15,15,-1,-4,4.123105626,97.3
1947,18,15,0,-4,4,16,20,1,5,5.099019514,97.35
1948,16,19,-2,4,4.472135955,17,20,1,0,1,97.4
1949,16,19,0,0,0,15,18,-2,-2,2.828427125,97.45
1950,17,20,1,1,1.414213562,14,19,-1,1,1.414213562,97.5
1951,16,19,-1,-1,1.414213562,15,18,1,-1,1.414213562,97.55
1952,16,19,0,0,0,16,17,1,-1,1.414213562,97.6
1953,16,19,0,0,0,15,18,-1,1,1.414213562,97.65
1954,14,19,-2,0,2,15,18,0,0,0,97.7
1955,15,19,1,0,1,13,16,-2,-2,2.828427125,97.75
1956,,,,,,15,18,2,2,2.828427125,97.8
1957,,,,,,16,19,1,1,1.414213562,97.85
1958,,,,,,15,18,-1,-1,1.414213562,97.9
1959,15,19,0,0,0,15,18,0,0,0,97.95
1960,16,18,1,-1,1.414213562,15,18,0,0,0,98
1961,16,17,0,-1,1,15,14,0,-4,4,98.05
1962,15,18,-1,1,1.414213562,14,14,-1,0,1,98.1
1963,17,17,2,-1,2.236067977,14,16,0,2,2,98.15
1964,16,18,-1,1,1.414213562,16,18,2,2,2.828427125,98.2
1965,16,17,0,-1,1,16,17,0,-1,1,98.25
1966,17,18,1,1,1.414213562,15,18,-1,1,1.414213562,98.3
1967,16,18,-1,0,1,15,18,0,0,0,98.35
1968,15,18,-1,0,1,14,18,-1,0,1,98.4
1969,16,18,1,0,1,14,17,0,-1,1,98.45
1970,,,,,,15,16,1,-1,1.414213562,98.5
1971,16,17,0,-1,1,14,18,-1,2,2.236067977,98.55
1972,17,17,1,0,1,15,18,1,0,1,98.6
1973,17,17,0,0,0,15,18,0,0,0,98.65
1974,17,18,0,1,1,15,17,0,-1,1,98.7
1975,15,17,-2,-1,2.236067977,16,15,1,-2,2.236067977,98.75
1976,18,19,3,2,3.605551275,13,15,-3,0,3,98.8
1977,17,19,-1,0,1,14,16,1,1,1.414213562,98.85
1978,17,17,0,-2,2,14,17,0,1,1,98.9
1979,17,18,0,1,1,13,17,-1,0,1,98.95
1980,16,17,-1,-1,1.414213562,14,15,1,-2,2.236067977,99
1981,16,19,0,2,2,12,16,-2,1,2.236067977,99.05
1982,17,18,1,-1,1.414213562,13,16,1,0,1,99.1
1983,17,16,0,-2,2,14,17,1,1,1.414213562,99.15
1984,16,17,-1,1,1.414213562,13,17,-1,0,1,99.2
1985,18,16,2,-1,2.236067977,13,18,0,1,1,99.25
1986,19,16,1,0,1,14,17,1,-1,1.414213562,99.3
1987,,,,,,13,18,-1,1,1.414213562,99.35
1988,17,17,-2,1,2.236067977,13,18,0,0,0,99.4
1989,17,18,0,1,1,14,18,1,0,1,99.45
1990,17,18,0,0,0,13,18,-1,0,1,99.5
1991,16,17,-1,-1,1.414213562,15,17,2,-1,2.236067977,99.55
1992,16,17,0,0,0,16,18,1,1,1.414213562,99.6
1993,17,18,1,1,1.414213562,14,17,-2,-1,2.236067977,99.65
1994,17,18,0,0,0,15,17,1,0,1,99.7
1995,16,17,-1,-1,1.414213562,14,18,-1,1,1.414213562,99.75
1996,16,19,0,2,2,14,18,0,0,0,99.8
1997,16,19,0,0,0,12,17,-2,-1,2.236067977,99.85
1998,17,18,1,-1,1.414213562,15,17,3,0,3,99.9
1999,17,18,0,0,0,16,17,1,0,1,99.95
2000,17,17,0,-1,1,16,17,0,0,0,100
2001,17,18,0,1,1,16,18,0,1,1,100.05
2002,18,17,1,-1,1.414213562,16,18,0,0,0,100.1
2003,17,19,-1,2,2.236067977,16,17,0,-1,1,100.15
2004,17,18,0,-1,1,16,17,0,0,0,100.2
2005,18,19,1,1,1.414213562,17,17,1,0,1,100.25
2006,18,17,0,-2,2,16,15,-1,-2,2.236067977,100.3
2007,17,18,-1,1,1.414213562,15,16,-1,1,1.414213562,100.35
2008,17,17,0,-1,1,15,17,0,1,1,100.4
2009,17,17,0,0,0,16,15,1,-2,2.236067977,100.45
2010,16,17,-1,0,1,15,17,-1,2,2.236067977,100.5
2011,17,17,1,0,1,15,18,0,1,1,100.55
2012,15,17,-2,0,2,16,18,1,0,1,100.6
2013,15,17,0,0,0,15,18,-1,0,1,100.65
2014,,,,,,16,18,1,0,1,100.7
2015,16,18,1,1,1.414213562,15,17,-1,-1,1.414213562,100.75
2016,16,18,0,0,0,15,18,0,1,1,100.8
2017,16,17,0,-1,1,15,18,0,0,0,100.85
2018,16,17,0,0,0,15,21,0,3,3,100.9
2019,16,19,0,2,2,15,19,0,-2,2,100.95
2020,15,16,-1,-3,3.16227766,15,18,0,-1,1,101
2021,15,16,0,0,0,16,18,1,0,1,101.05
2022,16,18,1,2,2.236067977,16,17,0,-1,1,101.1
2023,16,17,0,-1,1,16,19,0,2,2,101.15
2024,16,17,0,0,0,17,17,1,-2,2.236067977,101.2
2025,16,16,0,-1,1,17,19,0,2,2,101.25
2026,15,17,-1,1,1.414213562,16,17,-1,-2,2.236067977,101.3
2027,16,16,1,-1,1.414213562,,,,,,101.35
2028,17,18,1,2,2.236067977,17,17,1,0,1,101.4
2029,15,16,-2,-2,2.828427125,16,17,-1,0,1,101.45
2030,16,18,1,2,2.236067977,17,17,1,0,1,101.5
2031,18,19,2,1,2.236067977,17,17,0,0,0,101.55
2032,,,,,,16,17,-1,0,1,101.6
2033,16,17,-2,-2,2.828427125,15,15,-1,-2,2.236067977,101.65
2034,16,17,0,0,0,16,17,1,2,2.236067977,101.7
2035,17,16,1,-1,1.414213562,16,17,0,0,0,101.75
2036,16,16,-1,0,1,16,17,0,0,0,101.8
2037,17,17,1,1,1.414213562,16,17,0,0,0,101.85
2038,16,16,-1,-1,1.414213562,16,16,0,-1,1,101.9
2039,17,15,1,-1,1.414213562,15,17,-1,1,1.414213562,101.95
2040,16,17,-1,2,2.236067977,15,17,0,0,0,102
2041,16,16,0,-1,1,14,18,-1,1,1.414213562,102.05
2042,15,17,-1,1,1.414213562,14,18,0,0,0,102.1
2043,16,17,1,0,1,15,18,1,0,1,102.15
2044,15,17,-1,0,1,16,17,1,-1,1.414213562,102.2
2045,17,16,2,-1,2.236067977,15,18,-1,1,1.414213562,102.25
2046,16,18,-1,2,2.236067977,16,16,1,-2,2.236067977,102.3
2047,16,17,0,-1,1,15,17,-1,1,1.414213562,102.35
2048,16,17,0,0,0,16,16,1,-1,1.414213562,102.4
2049,15,17,-1,0,1,15,18,-1,2,2.236067977,102.45
2050,15,18,0,1,1,14,18,-1,0,1,102.5
2051,17,17,2,-1,2.236067977,15,17,1,-1,1.414213562,102.55
2052,16,18,-1,1,1.414213562,14,18,-1,1,1.414213562,102.6
2053,16,16,0,-2,2,14,17,0,-1,1,102.65
2054,18,17,2,1,2.236067977,15,18,1,1,1.414213562,102.7
2055,16,20,-2,3,3.605551275,14,18,-1,0,1,102.75
2056,16,17,0,-3,3,14,18,0,0,0,102.8
2057,16,18,0,1,1,14,17,0,-1,1,102.85
2058,18,17,2,-1,2.236067977,15,19,1,2,2.236067977,102.9
2059,18,17,0,0,0,14,16,-1,-3,3.16227766,102.95
2060,17,15,-1,-2,2.236067977,14,18,0,2,2,103
2061,17,15,0,0,0,15,18,1,0,1,103.05
2062,19,16,2,1,2.236067977,15,18,0,0,0,103.1
2063,14,19,-5,3,5.830951895,15,17,0,-1,1,103.15
2064,15,18,1,-1,1.414213562,13,19,-2,2,2.828427125,103.2
2065,17,19,2,1,2.236067977,13,19,0,0,0,103.25
2066,17,17,0,-2,2,14,18,1,-1,1.414213562,103.3
2067,16,18,-1,1,1.414213562,15,17,1,-1,1.414213562,103.35
2068,18,16,2,-2,2.828427125,14,18,-1,1,1.414213562,103.4
2069,17,17,-1,1,1.414213562,14,18,0,0,0,103.45
2070,15,17,-2,0,2,15,17,1,-1,1.414213562,103.5
2071,16,17,1,0,1,14,17,-1,0,1,103.55
2072,,,,,,14,17,0,0,0,103.6
2073,16,18,0,1,1,13,17,-1,0,1,103.65
2074,17,17,1,-1,1.414213562,15,16,2,-1,2.236067977,103.7
2075,17,17,0,0,0,15,17,0,1,1,103.75
2076,17,17,0,0,0,15,16,0,-1,1,103.8
2077,17,17,0,0,0,14,17,-1,1,1.414213562,103.85
2078,16,17,-1,0,1,15,16,1,-1,1.414213562,103.9
2079,17,16,1,-1,1.414213562,15,18,0,2,2,103.95
2080,16,18,-1,2,2.236067977,16,17,1,-1,1.414213562,104
2081,16,18,0,0,0,15,17,-1,0,1,104.05
2082,16,18,0,0,0,15,17,0,0,0,104.1
2083,16,17,0,-1,1,16,17,1,0,1,104.15
2084,7,9,-9,-8,12.04159458,17,16,1,-1,1.414213562,104.2
2085,17,17,10,8,12.80624847,17,18,0,2,2,104.25
2086,16,18,-1,1,1.414213562,15,17,-2,-1,2.236067977,104.3
2087,,,,,,16,17,1,0,1,104.35
2088,16,19,0,1,1,14,18,-2,1,2.236067977,104.4
2089,17,18,1,-1,1.414213562,15,16,1,-2,2.236067977,104.45
2090,17,18,0,0,0,16,17,1,1,1.414213562,104.5
2091,16,17,-1,-1,1.414213562,16,18,0,1,1,104.55
2092,16,18,0,1,1,16,16,0,-2,2,104.6
2093,16,19,0,1,1,16,17,0,1,1,104.65
2094,16,19,0,0,0,15,17,-1,0,1,104.7
2095,16,19,0,0,0,15,17,0,0,0,104.75
2096,16,18,0,-1,1,17,17,2,0,2,104.8
2097,16,18,0,0,0,17,17,0,0,0,104.85
2098,15,19,-1,1,1.414213562,16,18,-1,1,1.414213562,104.9
2099,17,20,2,1,2.236067977,16,16,0,-2,2,104.95
2100,17,19,0,-1,1,17,18,1,2,2.236067977,105
2101,17,20,0,1,1,15,17,-2,-1,2.236067977,105.05
2102,17,20,0,0,0,16,17,1,0,1,105.1
2103,17,18,0,-2,2,16,16,0,-1,1,105.15
2104,18,19,1,1,1.414213562,16,16,0,0,0,105.2
2105,19,16,1,-3,3.16227766,16,16,0,0,0,105.25
2106,17,20,-2,4,4.472135955,16,17,0,1,1,105.3
2107,18,19,1,-1,1.414213562,16,16,0,-1,1,105.35
2108,17,20,-1,1,1.414213562,16,17,0,1,1,105.4
2109,17,20,0,0,0,15,18,-1,1,1.414213562,105.45
2110,17,20,0,0,0,15,18,0,0,0,105.5
2111,16,21,-1,1,1.414213562,15,18,0,0,0,105.55
2112,16,20,0,-1,1,16,17,1,-1,1.414213562,105.6
2113,16,20,0,0,0,15,16,-1,-1,1.414213562,105.65
2114,16,21,0,1,1,14,17,-1,1,1.414213562,105.7
2115,16,19,0,-2,2,16,17,2,0,2,105.75
2116,17,16,1,-3,3.16227766,17,16,1,-1,1.414213562,105.8
2117,17,20,0,4,4,16,17,-1,1,1.414213562,105.85
2118,16,19,-1,-1,1.414213562,16,17,0,0,0,105.9
2119,17,20,1,1,1.414213562,,,,,,105.95
2120,17,19,0,-1,1,16,17,0,0,0,106
2121,17,16,0,-3,3,17,18,1,1,1.414213562,106.05
2122,17,17,0,1,1,17,17,0,-1,1,106.1
2123,17,19,0,2,2,17,17,0,0,0,106.15
2124,17,19,0,0,0,16,17,-1,0,1,106.2
2125,17,20,0,1,1,17,18,1,1,1.414213562,106.25
2126,18,19,1,-1,1.414213562,18,18,1,0,1,106.3
2127,17,20,-1,1,1.414213562,18,17,0,-1,1,106.35
2128,19,19,2,-1,2.236067977,17,16,-1,-1,1.414213562,106.4
2129,17,19,-2,0,2,19,17,2,1,2.236067977,106.45
2130,17,17,0,-2,2,18,17,-1,0,1,106.5
2131,17,18,0,1,1,17,16,-1,-1,1.414213562,106.55
2132,18,18,1,0,1,17,16,0,0,0,106.6
2133,17,18,-1,0,1,17,18,0,2,2,106.65
2134,18,18,1,0,1,16,16,-1,-2,2.236067977,106.7
2135,,,,,,18,17,2,1,2.236067977,106.75
2136,,,,,,17,16,-1,-1,1.414213562,106.8
2137,19,18,1,0,1,17,16,0,0,0,106.85
2138,19,18,0,0,0,16,16,-1,0,1,106.9
2139,19,19,0,1,1,17,17,1,1,1.414213562,106.95
2140,19,18,0,-1,1,18,18,1,1,1.414213562,107
2141,18,18,-1,0,1,15,15,-3,-3,4.242640687,107.05
2142,17,18,-1,0,1,15,15,0,0,0,107.1
2143,17,16,0,-2,2,17,17,2,2,2.828427125,107.15
2144,20,15,3,-1,3.16227766,16,17,-1,0,1,107.2
2145,19,18,-1,3,3.16227766,17,15,1,-2,2.236067977,107.25
2146,18,19,-1,1,1.414213562,17,16,0,1,1,107.3
2147,18,19,0,0,0,17,17,0,1,1,107.35
2148,19,20,1,1,1.414213562,17,18,0,1,1,107.4
2149,18,19,-1,-1,1.414213562,18,19,1,1,1.414213562,107.45
2150,18,20,0,1,1,15,17,-3,-2,3.605551275,107.5
2151,18,18,0,-2,2,15,19,0,2,2,107.55
2152,18,18,0,0,0,17,18,2,-1,2.236067977,107.6
2153,18,19,0,1,1,15,17,-2,-1,2.236067977,107.65
2154,19,17,1,-2,2.236067977,17,17,2,0,2,107.7
2155,18,20,-1,3,3.16227766,16,17,-1,0,1,107.75
2156,19,20,1,0,1,16,15,0,-2,2,107.8
2157,19,19,0,-1,1,17,16,1,1,1.414213562,107.85
2158,17,18,-2,-1,2.236067977,16,16,-1,0,1,107.9
2159,20,18,3,0,3,18,18,2,2,2.828427125,107.95
2160,18,19,-2,1,2.236067977,18,18,0,0,0,108
2161,17,20,-1,1,1.414213562,17,17,-1,-1,1.414213562,108.05
2162,17,20,0,0,0,18,18,1,1,1.414213562,108.1
2163,18,17,1,-3,3.16227766,19,18,1,0,1,108.15
2164,18,18,0,1,1,18,17,-1,-1,1.414213562,108.2
2165,19,19,1,1,1.414213562,19,17,1,0,1,108.25
2166,17,20,-2,1,2.236067977,18,18,-1,1,1.414213562,108.3
2167,19,18,2,-2,2.828427125,16,17,-2,-1,2.236067977,108.35
2168,18,18,-1,0,1,17,17,1,0,1,108.4
2169,19,18,1,0,1,18,18,1,1,1.414213562,108.45
2170,19,19,0,1,1,,,,,,108.5
2171,19,19,0,0,0,19,18,1,0,1,108.55
2172,17,19,-2,0,2,18,17,-1,-1,1.414213562,108.6
2173,18,16,1,-3,3.16227766,18,17,0,0,0,108.65
2174,17,19,-1,3,3.16227766,17,17,-1,0,1,108.7
2175,18,19,1,0,1,18,17,1,0,1,108.75
2176,20,19,2,0,2,,,,,,108.8
2177,19,19,-1,0,1,16,17,-2,0,2,108.85
2178,17,18,-2,-1,2.236067977,16,17,0,0,0,108.9
2179,19,19,2,1,2.236067977,17,17,1,0,1,108.95
2180,19,17,0,-2,2,17,16,0,-1,1,109
2181,17,18,-2,1,2.236067977,17,17,0,1,1,109.05
2182,18,18,1,0,1,16,17,-1,0,1,109.1
2183,17,18,-1,0,1,16,18,0,1,1,109.15
2184,16,18,-1,0,1,16,17,0,-1,1,109.2
2185,,,,,,14,17,-2,0,2,109.25
2186,15,19,-1,1,1.414213562,17,18,3,1,3.16227766,109.3
2187,16,18,1,-1,1.414213562,15,19,-2,1,2.236067977,109.35
2188,16,18,0,0,0,16,16,1,-3,3.16227766,109.4
2189,15,18,-1,0,1,15,19,-1,3,3.16227766,109.45
2190,16,20,1,2,2.236067977,,,,,,109.5
2191,17,15,1,-5,5.099019514,17,18,2,-1,2.236067977,109.55
2192,,,,,,17,17,0,-1,1,109.6
2193,17,19,0,4,4,17,16,0,-1,1,109.65
2194,17,18,0,-1,1,17,17,0,1,1,109.7
2195,17,18,0,0,0,18,17,1,0,1,109.75
2196,17,18,0,0,0,18,17,0,0,0,109.8
2197,17,18,0,0,0,18,17,0,0,0,109.85
2198,17,18,0,0,0,18,17,0,0,0,109.9
2199,17,19,0,1,1,17,18,-1,1,1.414213562,109.95
2200,18,19,1,0,1,15,17,-2,-1,2.236067977,110
2201,17,17,-1,-2,2.236067977,17,17,2,0,2,110.05
2202,18,16,1,-1,1.414213562,16,17,-1,0,1,110.1
2203,19,17,1,1,1.414213562,16,17,0,0,0,110.15
2204,17,18,-2,1,2.236067977,18,16,2,-1,2.236067977,110.2
2205,17,19,0,1,1,16,18,-2,2,2.828427125,110.25
2206,17,19,0,0,0,18,18,2,0,2,110.3
2207,17,18,0,-1,1,15,16,-3,-2,3.605551275,110.35
2208,16,17,-1,-1,1.414213562,18,15,3,-1,3.16227766,110.4
2209,16,19,0,2,2,17,18,-1,3,3.16227766,110.45
2210,17,20,1,1,1.414213562,17,19,0,1,1,110.5
2211,17,17,0,-3,3,18,18,1,-1,1.414213562,110.55
2212,17,18,0,1,1,16,16,-2,-2,2.828427125,110.6
2213,18,19,1,1,1.414213562,18,18,2,2,2.828427125,110.65
2214,16,18,-2,-1,2.236067977,16,19,-2,1,2.236067977,110.7
2215,18,18,2,0,2,16,18,0,-1,1,110.75
2216,17,18,-1,0,1,15,18,-1,0,1,110.8
2217,17,19,0,1,1,17,17,2,-1,2.236067977,110.85
2218,15,20,-2,1,2.236067977,,,,,,110.9
2219,17,19,2,-1,2.236067977,17,17,0,0,0,110.95
2220,17,18,0,-1,1,17,18,0,1,1,111
2221,17,19,0,1,1,18,18,1,0,1,111.05
2222,17,19,0,0,0,18,16,0,-2,2,111.1
2223,16,18,-1,-1,1.414213562,18,19,0,3,3,111.15
2224,16,19,0,1,1,17,19,-1,0,1,111.2
2225,15,17,-1,-2,2.236067977,17,19,0,0,0,111.25
2226,18,16,3,-1,3.16227766,13,19,-4,0,4,111.3
2227,17,18,-1,2,2.236067977,16,17,3,-2,3.605551275,111.35
2228,16,17,-1,-1,1.414213562,14,19,-2,2,2.828427125,111.4
2229,16,18,0,1,1,16,18,2,-1,2.236067977,111.45
2230,,,,,,15,18,-1,0,1,111.5
2231,16,18,0,0,0,16,19,1,1,1.414213562,111.55
2232,16,17,0,-1,1,16,18,0,-1,1,111.6
2233,17,18,1,1,1.414213562,15,19,-1,1,1.414213562,111.65
2234,16,18,-1,0,1,15,18,0,-1,1,111.7
2235,15,19,-1,1,1.414213562,14,19,-1,1,1.414213562,111.75
2236,15,18,0,-1,1,15,19,1,0,1,111.8
2237,16,17,1,-1,1.414213562,15,18,0,-1,1,111.85
2238,17,19,1,2,2.236067977,15,19,0,1,1,111.9
2239,17,19,0,0,0,15,19,0,0,0,111.95
2240,16,18,-1,-1,1.414213562,15,19,0,0,0,112
2241,16,19,0,1,1,15,17,0,-2,2,112.05
2242,15,18,-1,-1,1.414213562,15,20,0,3,3,112.1
2243,15,19,0,1,1,14,19,-1,-1,1.414213562,112.15
2244,15,19,0,0,0,15,18,1,-1,1.414213562,112.2
2245,15,19,0,0,0,16,18,1,0,1,112.25
2246,16,19,1,0,1,15,20,-1,2,2.236067977,112.3
2247,15,20,-1,1,1.414213562,,,,,,112.35
2248,16,19,1,-1,1.414213562,16,19,1,-1,1.414213562,112.4
2249,,,,,,17,19,1,0,1,112.45
2250,17,20,1,1,1.414213562,16,19,-1,0,1,112.5
2251,16,19,-1,-1,1.414213562,16,18,0,-1,1,112.55
2252,17,18,1,-1,1.414213562,17,19,1,1,1.414213562,112.6
2253,15,18,-2,0,2,16,20,-1,1,1.414213562,112.65
2254,17,18,2,0,2,17,19,1,-1,1.414213562,112.7
2255,17,17,0,-1,1,15,15,-2,-4,4.472135955,112.75
2256,15,15,-2,-2,2.828427125,16,19,1,4,4.123105626,112.8
2257,15,17,0,2,2,16,19,0,0,0,112.85
2258,17,20,2,3,3.605551275,17,20,1,1,1.414213562,112.9
2259,17,20,0,0,0,16,19,-1,-1,1.414213562,112.95
2260,15,19,-2,-1,2.236067977,15,19,-1,0,1,113
2261,16,20,1,1,1.414213562,16,19,1,0,1,113.05
2262,15,19,-1,-1,1.414213562,17,18,1,-1,1.414213562,113.1
2263,16,19,1,0,1,14,19,-3,1,3.16227766,113.15
2264,14,20,-2,1,2.236067977,14,19,0,0,0,113.2
2265,16,20,2,0,2,15,17,1,-2,2.236067977,113.25
2266,16,19,0,-1,1,15,19,0,2,2,113.3
2267,16,20,0,1,1,16,19,1,0,1,113.35
2268,,,,,,16,19,0,0,0,113.4
2269,16,20,0,0,0,15,19,-1,0,1,113.45
2270,16,21,0,1,1,16,18,1,-1,1.414213562,113.5
2271,17,20,1,-1,1.414213562,16,19,0,1,1,113.55
2272,16,20,-1,0,1,16,19,0,0,0,113.6
2273,16,20,0,0,0,16,19,0,0,0,113.65
2274,17,20,1,0,1,17,20,1,1,1.414213562,113.7
2275,16,20,-1,0,1,17,20,0,0,0,113.75
2276,15,20,-1,0,1,16,19,-1,-1,1.414213562,113.8
2277,16,20,1,0,1,16,19,0,0,0,113.85
2278,16,21,0,1,1,17,19,1,0,1,113.9
2279,15,20,-1,-1,1.414213562,16,20,-1,1,1.414213562,113.95
2280,16,18,1,-2,2.236067977,16,18,0,-2,2,114
2281,16,19,0,1,1,17,18,1,0,1,114.05
2282,17,20,1,1,1.414213562,15,19,-2,1,2.236067977,114.1
2283,17,20,0,0,0,15,19,0,0,0,114.15
2284,17,19,0,-1,1,16,19,1,0,1,114.2
2285,17,19,0,0,0,16,18,0,-1,1,114.25
2286,17,19,0,0,0,16,19,0,1,1,114.3
2287,16,19,-1,0,1,16,20,0,1,1,114.35
2288,,,,,,16,18,0,-2,2,114.4
2289,16,17,0,-2,2,16,18,0,0,0,114.45
2290,17,16,1,-1,1.414213562,16,18,0,0,0,114.5
2291,16,18,-1,2,2.236067977,14,17,-2,-1,2.236067977,114.55
2292,16,18,0,0,0,16,18,2,1,2.236067977,114.6
2293,16,18,0,0,0,16,19,0,1,1,114.65
2294,18,18,2,0,2,15,18,-1,-1,1.414213562,114.7
2295,16,18,-2,0,2,15,19,0,1,1,114.75
2296,16,18,0,0,0,14,19,-1,0,1,114.8
2297,20,16,4,-2,4.472135955,14,18,0,-1,1,114.85
2298,16,18,-4,2,4.472135955,,,,,,114.9
2299,17,17,1,-1,1.414213562,14,19,0,1,1,114.95
2300,16,18,-1,1,1.414213562,14,19,0,0,0,115
2301,16,18,0,0,0,13,18,-1,-1,1.414213562,115.05
2302,16,16,0,-2,2,13,21,0,3,3,115.1
2303,16,18,0,2,2,14,19,1,-2,2.236067977,115.15
2304,16,19,0,1,1,14,19,0,0,0,115.2
2305,16,19,0,0,0,14,19,0,0,0,115.25
2306,16,17,0,-2,2,16,19,2,0,2,115.3
2307,17,17,1,0,1,15,18,-1,-1,1.414213562,115.35
2308,16,19,-1,2,2.236067977,15,18,0,0,0,115.4
2309,16,18,0,-1,1,16,18,1,0,1,115.45
2310,17,18,1,0,1,15,18,-1,0,1,115.5
2311,18,19,1,1,1.414213562,16,17,1,-1,1.414213562,115.55
2312,16,17,-2,-2,2.828427125,16,16,0,-1,1,115.6
2313,15,17,-1,0,1,15,16,-1,0,1,115.65
2314,15,17,0,0,0,17,18,2,2,2.828427125,115.7
2315,16,16,1,-1,1.414213562,18,14,1,-4,4.123105626,115.75
2316,16,20,0,4,4,16,19,-2,5,5.385164807,115.8
2317,16,19,0,-1,1,17,18,1,-1,1.414213562,115.85
2318,17,19,1,0,1,17,18,0,0,0,115.9
2319,16,18,-1,-1,1.414213562,17,18,0,0,0,115.95
2320,,,,,,17,17,0,-1,1,116
2321,16,20,0,2,2,17,16,0,-1,1,116.05
2322,17,19,1,-1,1.414213562,17,18,0,2,2,116.1
2323,17,18,0,-1,1,,,,,,116.15
2324,17,18,0,0,0,17,18,0,0,0,116.2
2325,16,17,-1,-1,1.414213562,17,17,0,-1,1,116.25
2326,17,18,1,1,1.414213562,17,18,0,1,1,116.3
2327,15,17,-2,-1,2.236067977,15,17,-2,-1,2.236067977,116.35
2328,17,15,2,-2,2.828427125,17,17,2,0,2,116.4
2329,17,18,0,3,3,16,18,-1,1,1.414213562,116.45
2330,17,18,0,0,0,16,19,0,1,1,116.5
2331,16,19,-1,1,1.414213562,15,19,-1,0,1,116.55
2332,15,19,-1,0,1,16,19,1,0,1,116.6
2333,16,19,1,0,1,14,19,-2,0,2,116.65
2334,16,18,0,-1,1,15,18,1,-1,1.414213562,116.7
2335,16,17,0,-1,1,16,17,1,-1,1.414213562,116.75
2336,17,18,1,1,1.414213562,15,17,-1,0,1,116.8
2337,17,18,0,0,0,15,19,0,2,2,116.85
2338,17,18,0,0,0,16,19,1,0,1,116.9
2339,16,19,-1,1,1.414213562,14,17,-2,-2,2.828427125,116.95
2340,17,19,1,0,1,15,17,1,0,1,117
2341,18,18,1,-1,1.414213562,14,17,-1,0,1,117.05
2342,19,19,1,1,1.414213562,15,17,1,0,1,117.1
2343,16,18,-3,-1,3.16227766,16,16,1,-1,1.414213562,117.15
2344,16,18,0,0,0,16,18,0,2,2,117.2
2345,17,18,1,0,1,,,,,,117.25
2346,16,18,-1,0,1,14,16,-2,-2,2.828427125,117.3
2347,17,18,1,0,1,15,17,1,1,1.414213562,117.35
2348,16,17,-1,-1,1.414213562,14,17,-1,0,1,117.4
2349,18,17,2,0,2,15,19,1,2,2.236067977,117.45
2350,16,17,-2,0,2,15,17,0,-2,2,117.5
2351,16,17,0,0,0,16,17,1,0,1,117.55
2352,16,18,0,1,1,16,17,0,0,0,117.6
2353,16,19,0,1,1,15,17,-1,0,1,117.65
2354,16,19,0,0,0,15,16,0,-1,1,117.7
2355,16,16,0,-3,3,15,18,0,2,2,117.75
