frame,images_centroid_x,images_centroid_y,images_delta_x,images_delta_y,images_distance,images2_centroid_x,images2_centroid_y,images2_delta_x,images2_delta_y,images2_distance,timestamp_s
2073,22,25,0,0,0.0,17,21,0,0,0.0,103.65
2074,22,23,0,-2,2.0,17,20,0,-1,1.0,103.7
2075,22,24,0,1,1.0,18,20,1,0,1.0,103.75
2076,21,25,-1,1,1.4142135623730951,18,19,0,-1,1.0,103.8
2077,22,24,1,-1,1.4142135623730951,18,20,0,1,1.0,103.85
2078,22,24,0,0,0.0,18,21,0,1,1.0,103.9
2079,21,23,-1,-1,1.4142135623730951,18,19,0,-2,2.0,103.95
2080,22,24,1,1,1.4142135623730951,17,20,-1,1,1.4142135623730951,104.0
2081,21,23,-1,-1,1.4142135623730951,17,20,0,0,0.0,104.05
2082,22,24,1,1,1.4142135623730951,17,20,0,0,0.0,104.1
2083,22,25,0,1,1.0,17,19,0,-1,1.0,104.15
2084,22,24,0,-1,1.0,17,19,0,0,0.0,104.2
2085,21,25,-1,1,1.4142135623730951,17,20,0,1,1.0,104.25
2086,22,24,1,-1,1.4142135623730951,16,20,-1,0,1.0,104.3
2087,23,24,1,0,1.0,17,20,1,0,1.0,104.35
2088,22,25,-1,1,1.4142135623730951,17,19,0,-1,1.0,104.4
2089,22,25,0,0,0.0,17,19,0,0,0.0,104.45
2090,22,25,0,0,0.0,17,18,0,-1,1.0,104.5
2091,22,24,0,-1,1.0,17,20,0,2,2.0,104.55
2092,22,24,0,0,0.0,18,20,1,0,1.0,104.6
2093,22,24,0,0,0.0,17,20,-1,0,1.0,104.65
2094,23,24,1,0,1.0,17,20,0,0,0.0,104.7
2095,22,24,-1,0,1.0,16,19,-1,-1,1.4142135623730951,104.75
2096,22,24,0,0,0.0,17,19,1,0,1.0,104.8
2097,22,25,0,1,1.0,16,19,-1,0,1.0,104.85
2098,22,24,0,-1,1.0,18,18,2,-1,2.23606797749979,104.9
2099,22,25,0,1,1.0,17,18,-1,0,1.0,104.95
2100,22,23,0,-2,2.0,16,16,-1,-2,2.23606797749979,105.0
2101,22,24,0,1,1.0,17,19,1,3,3.1622776601683795,105.05
2102,22,24,0,0,0.0,17,18,0,-1,1.0,105.1
2103,21,24,-1,0,1.0,17,19,0,1,1.0,105.15
2104,22,24,1,0,1.0,18,19,1,0,1.0,105.2
2105,22,24,0,0,0.0,18,19,0,0,0.0,105.25
2106,22,24,0,0,0.0,19,19,1,0,1.0,105.3
2107,21,24,-1,0,1.0,19,18,0,-1,1.0,105.35
2108,22,23,1,-1,1.4142135623730951,19,18,0,0,0.0,105.4
2109,21,24,-1,1,1.4142135623730951,18,19,-1,1,1.4142135623730951,105.45
2110,22,24,1,0,1.0,18,19,0,0,0.0,105.5
2111,21,23,-1,-1,1.4142135623730951,18,18,0,-1,1.0,105.55
2112,22,23,1,0,1.0,18,19,0,1,1.0,105.6
2113,20,22,-2,-1,2.23606797749979,18,19,0,0,0.0,105.65
2114,22,23,2,1,2.23606797749979,18,20,0,1,1.0,105.7
2115,22,23,0,0,0.0,18,19,0,-1,1.0,105.75
2116,24,22,2,-1,2.23606797749979,18,20,0,1,1.0,105.8
2117,22,23,-2,1,2.23606797749979,18,19,0,-1,1.0,105.85
2118,21,22,-1,-1,1.4142135623730951,17,19,-1,0,1.0,105.9
2119,21,22,0,0,0.0,18,19,1,0,1.0,105.95
2120,22,23,1,1,1.4142135623730951,18,19,0,0,0.0,106.0
2121,22,24,0,1,1.0,18,18,0,-1,1.0,106.05
2122,22,24,0,0,0.0,17,19,-1,1,1.4142135623730951,106.1
2123,21,23,-1,-1,1.4142135623730951,18,19,1,0,1.0,106.15
2124,22,21,1,-2,2.23606797749979,17,18,-1,-1,1.4142135623730951,106.2
2125,22,22,0,1,1.0,18,18,1,0,1.0,106.25
2126,21,23,-1,1,1.4142135623730951,17,19,-1,1,1.4142135623730951,106.3
2127,22,25,1,2,2.23606797749979,17,19,0,0,0.0,106.35
2128,22,23,0,-2,2.0,17,19,0,0,0.0,106.4
2129,21,24,-1,1,1.4142135623730951,17,18,0,-1,1.0,106.45
2130,22,23,1,-1,1.4142135623730951,17,18,0,0,0.0,106.5
2131,21,24,-1,1,1.4142135623730951,17,18,0,0,0.0,106.55
2132,21,24,0,0,0.0,15,18,-2,0,2.0,106.6
2133,21,24,0,0,0.0,17,17,2,-1,2.23606797749979,106.65
2134,20,24,-1,0,1.0,16,19,-1,2,2.23606797749979,106.7
2135,20,24,0,0,0.0,15,17,-1,-2,2.23606797749979,106.75
2136,20,23,0,-1,1.0,15,16,0,-1,1.0,106.8
2137,19,23,-1,0,1.0,17,18,2,2,2.8284271247461903,106.85
2138,19,24,0,1,1.0,16,19,-1,1,1.4142135623730951,106.9
2139,19,23,0,-1,1.0,17,18,1,-1,1.4142135623730951,106.95
2140,19,23,0,0,0.0,17,18,0,0,0.0,107.0
2141,19,23,0,0,0.0,16,18,-1,0,1.0,107.05
2142,19,22,0,-1,1.0,17,18,1,0,1.0,107.1
2143,19,23,0,1,1.0,17,18,0,0,0.0,107.15
2144,20,22,1,-1,1.4142135623730951,17,18,0,0,0.0,107.2
2145,20,22,0,0,0.0,17,19,0,1,1.0,107.25
2146,20,22,0,0,0.0,17,19,0,0,0.0,107.3
2147,19,21,-1,-1,1.4142135623730951,17,19,0,0,0.0,107.35
2148,19,21,0,0,0.0,17,18,0,-1,1.0,107.4
2149,19,22,0,1,1.0,16,20,-1,2,2.23606797749979,107.45
2150,20,22,1,0,1.0,16,18,0,-2,2.0,107.5
2151,21,21,1,-1,1.4142135623730951,17,18,1,0,1.0,107.55
2152,19,21,-2,0,2.0,17,19,0,1,1.0,107.6
2153,19,21,0,0,0.0,16,19,-1,0,1.0,107.65
2154,19,22,0,1,1.0,17,19,1,0,1.0,107.7
2155,18,22,-1,0,1.0,16,20,-1,1,1.4142135623730951,107.75
2156,19,21,1,-1,1.4142135623730951,16,18,0,-2,2.0,107.8
2157,20,21,1,0,1.0,16,18,0,0,0.0,107.85
2158,19,22,-1,1,1.4142135623730951,16,18,0,0,0.0,107.9
2159,20,22,1,0,1.0,16,19,0,1,1.0,107.95
2160,19,23,-1,1,1.4142135623730951,16,18,0,-1,1.0,108.0
2161,20,23,1,0,1.0,16,19,0,1,1.0,108.05
2162,20,22,0,-1,1.0,17,19,1,0,1.0,108.1
2163,20,22,0,0,0.0,17,19,0,0,0.0,108.15
2164,20,22,0,0,0.0,16,19,-1,0,1.0,108.2
2165,21,22,1,0,1.0,16,19,0,0,0.0,108.25
2166,20,20,-1,-2,2.23606797749979,16,19,0,0,0.0,108.3
2167,21,22,1,2,2.23606797749979,16,18,0,-1,1.0,108.35
2168,20,23,-1,1,1.4142135623730951,17,18,1,0,1.0,108.4
2169,20,23,0,0,0.0,17,19,0,1,1.0,108.45
2170,21,22,1,-1,1.4142135623730951,18,18,1,-1,1.4142135623730951,108.5
2171,21,23,0,1,1.0,16,19,-2,1,2.23606797749979,108.55
2172,20,23,-1,0,1.0,17,18,1,-1,1.4142135623730951,108.6
2173,20,22,0,-1,1.0,16,19,-1,1,1.4142135623730951,108.65
2174,21,23,1,1,1.4142135623730951,16,18,0,-1,1.0,108.7
2175,20,22,-1,-1,1.4142135623730951,16,19,0,1,1.0,108.75
2176,21,23,1,1,1.4142135623730951,16,17,0,-2,2.0,108.8
2177,20,23,-1,0,1.0,16,20,0,3,3.0,108.85
2178,21,24,1,1,1.4142135623730951,16,19,0,-1,1.0,108.9
2179,21,24,0,0,0.0,15,19,-1,0,1.0,108.95
2180,21,24,0,0,0.0,15,19,0,0,0.0,109.0
2181,20,23,-1,-1,1.4142135623730951,15,19,0,0,0.0,109.05
2182,22,23,2,0,2.0,16,18,1,-1,1.4142135623730951,109.1
2183,20,23,-2,0,2.0,16,19,0,1,1.0,109.15
2184,21,23,1,0,1.0,16,19,0,0,0.0,109.2
2185,21,23,0,0,0.0,16,19,0,0,0.0,109.25
2186,20,24,-1,1,1.4142135623730951,15,19,-1,0,1.0,109.3
2187,21,23,1,-1,1.4142135623730951,16,17,1,-2,2.23606797749979,109.35
2188,19,23,-2,0,2.0,16,18,0,1,1.0,109.4
2189,21,24,2,1,2.23606797749979,16,18,0,0,0.0,109.45
2190,21,24,0,0,0.0,15,19,-1,1,1.4142135623730951,109.5
2191,21,23,0,-1,1.0,16,18,1,-1,1.4142135623730951,109.55
2192,21,24,0,1,1.0,17,19,1,1,1.4142135623730951,109.6
2193,22,23,1,-1,1.4142135623730951,16,18,-1,-1,1.4142135623730951,109.65
2194,20,24,-2,1,2.23606797749979,16,19,0,1,1.0,109.7
2195,21,23,1,-1,1.4142135623730951,17,19,1,0,1.0,109.75
2196,21,24,0,1,1.0,17,19,0,0,0.0,109.8
2197,22,23,1,-1,1.4142135623730951,16,20,-1,1,1.4142135623730951,109.85
2198,21,23,-1,0,1.0,17,18,1,-2,2.23606797749979,109.9
2199,22,24,1,1,1.4142135623730951,16,18,-1,0,1.0,109.95
2200,22,24,0,0,0.0,16,18,0,0,0.0,110.0
2201,21,24,-1,0,1.0,16,17,0,-1,1.0,110.05
2202,20,24,-1,0,1.0,17,17,1,0,1.0,110.1
2203,21,23,1,-1,1.4142135623730951,16,17,-1,0,1.0,110.15
2204,20,22,-1,-1,1.4142135623730951,16,17,0,0,0.0,110.2
2205,21,23,1,1,1.4142135623730951,16,18,0,1,1.0,110.25
2206,21,23,0,0,0.0,16,18,0,0,0.0,110.3
2207,21,23,0,0,0.0,15,18,-1,0,1.0,110.35
2208,20,22,-1,-1,1.4142135623730951,16,18,1,0,1.0,110.4
2209,20,21,0,-1,1.0,16,18,0,0,0.0,110.45
2210,20,23,0,2,2.0,15,18,-1,0,1.0,110.5
2211,19,23,-1,0,1.0,16,17,1,-1,1.4142135623730951,110.55
2212,20,23,1,0,1.0,16,17,0,0,0.0,110.6
2213,21,23,1,0,1.0,17,17,1,0,1.0,110.65
2214,20,23,-1,0,1.0,16,17,-1,0,1.0,110.7
2215,21,23,1,0,1.0,16,17,0,0,0.0,110.75
2216,21,23,0,0,0.0,17,17,1,0,1.0,110.8
2217,20,22,-1,-1,1.4142135623730951,17,16,0,-1,1.0,110.85
2218,20,22,0,0,0.0,16,17,-1,1,1.4142135623730951,110.9
2219,19,22,-1,0,1.0,17,16,1,-1,1.4142135623730951,110.95
2220,20,22,1,0,1.0,17,16,0,0,0.0,111.0
2221,21,23,1,1,1.4142135623730951,16,16,-1,0,1.0,111.05
2222,21,23,0,0,0.0,16,15,0,-1,1.0,111.1
2223,20,22,-1,-1,1.4142135623730951,16,16,0,1,1.0,111.15
2224,20,23,0,1,1.0,16,16,0,0,0.0,111.2
2225,20,23,0,0,0.0,17,18,1,2,2.23606797749979,111.25
2226,20,23,0,0,0.0,16,17,-1,-1,1.4142135623730951,111.3
2227,20,23,0,0,0.0,16,17,0,0,0.0,111.35
2228,20,22,0,-1,1.0,17,18,1,1,1.4142135623730951,111.4
2229,19,22,-1,0,1.0,17,17,0,-1,1.0,111.45
2230,20,22,1,0,1.0,17,16,0,-1,1.0,111.5
2231,20,23,0,1,1.0,17,18,0,2,2.0,111.55
2232,20,22,0,-1,1.0,16,17,-1,-1,1.4142135623730951,111.6
2233,19,22,-1,0,1.0,18,18,2,1,2.23606797749979,111.65
2234,20,23,1,1,1.4142135623730951,18,18,0,0,0.0,111.7
2235,21,22,1,-1,1.4142135623730951,17,18,-1,0,1.0,111.75
2236,20,23,-1,1,1.4142135623730951,17,17,0,-1,1.0,111.8
2237,20,22,0,-1,1.0,17,18,0,1,1.0,111.85
2238,20,22,0,0,0.0,17,17,0,-1,1.0,111.9
2239,21,23,1,1,1.4142135623730951,18,18,1,1,1.4142135623730951,111.95
2240,21,22,0,-1,1.0,18,17,0,-1,1.0,112.0
2241,20,21,-1,-1,1.4142135623730951,18,17,0,0,0.0,112.05
2242,20,22,0,1,1.0,18,18,0,1,1.0,112.1
2243,20,22,0,0,0.0,18,18,0,0,0.0,112.15
2244,21,21,1,-1,1.4142135623730951,18,18,0,0,0.0,112.2
2245,21,21,0,0,0.0,18,18,0,0,0.0,112.25
2246,20,21,-1,0,1.0,18,18,0,0,0.0,112.3
2247,21,21,1,0,1.0,18,18,0,0,0.0,112.35
2248,19,21,-2,0,2.0,18,18,0,0,0.0,112.4
2249,20,21,1,0,1.0,18,18,0,0,0.0,112.45
2250,20,22,0,1,1.0,18,17,0,-1,1.0,112.5
2251,21,22,1,0,1.0,18,16,0,-1,1.0,112.55
2252,21,21,0,-1,1.0,17,17,-1,1,1.4142135623730951,112.6
2253,22,22,1,1,1.4142135623730951,18,17,1,0,1.0,112.65
2254,21,23,-1,1,1.4142135623730951,17,17,-1,0,1.0,112.7
2255,21,21,0,-2,2.0,17,18,0,1,1.0,112.75
2256,21,20,0,-1,1.0,17,17,0,-1,1.0,112.8
2257,22,22,1,2,2.23606797749979,17,17,0,0,0.0,112.85
2258,21,21,-1,-1,1.4142135623730951,17,17,0,0,0.0,112.9
2259,21,22,0,1,1.0,17,17,0,0,0.0,112.95
2260,21,22,0,0,0.0,16,17,-1,0,1.0,113.0
2261,21,22,0,0,0.0,16,17,0,0,0.0,113.05
2262,21,21,0,-1,1.0,16,16,0,-1,1.0,113.1
2263,21,22,0,1,1.0,16,17,0,1,1.0,113.15
2264,21,22,0,0,0.0,16,16,0,-1,1.0,113.2
2265,21,22,0,0,0.0,17,17,1,1,1.4142135623730951,113.25
2266,21,22,0,0,0.0,16,17,-1,0,1.0,113.3
2267,21,22,0,0,0.0,16,17,0,0,0.0,113.35
2268,20,21,-1,-1,1.4142135623730951,17,17,1,0,1.0,113.4
2269,20,21,0,0,0.0,16,18,-1,1,1.4142135623730951,113.45
2270,21,22,1,1,1.4142135623730951,16,18,0,0,0.0,113.5
2271,21,21,0,-1,1.0,16,17,0,-1,1.0,113.55
2272,21,22,0,1,1.0,16,17,0,0,0.0,113.6
2273,20,22,-1,0,1.0,17,16,1,-1,1.4142135623730951,113.65
2274,20,22,0,0,0.0,16,17,-1,1,1.4142135623730951,113.7
2275,21,21,1,-1,1.4142135623730951,18,18,2,1,2.23606797749979,113.75
2276,20,21,-1,0,1.0,17,17,-1,-1,1.4142135623730951,113.8
2277,4,11,-16,-10,18.867962264113206,17,17,0,0,0.0,113.85
2278,21,22,17,11,20.248456731316587,16,17,-1,0,1.0,113.9
2279,22,20,1,-2,2.23606797749979,18,16,2,-1,2.23606797749979,113.95
2280,22,22,0,2,2.0,16,17,-2,1,2.23606797749979,114.0
2281,21,21,-1,-1,1.4142135623730951,17,17,1,0,1.0,114.05
2282,21,21,0,0,0.0,17,17,0,0,0.0,114.1
2283,21,22,0,1,1.0,17,17,0,0,0.0,114.15
2284,21,22,0,0,0.0,16,17,-1,0,1.0,114.2
2285,21,21,0,-1,1.0,16,17,0,0,0.0,114.25
2286,21,22,0,1,1.0,17,17,1,0,1.0,114.3
2287,21,21,0,-1,1.0,17,18,0,1,1.0,114.35
2288,22,21,1,0,1.0,16,18,-1,0,1.0,114.4
2289,22,21,0,0,0.0,17,18,1,0,1.0,114.45
2290,21,21,-1,0,1.0,16,18,-1,0,1.0,114.5
2291,22,21,1,0,1.0,16,18,0,0,0.0,114.55
2292,20,21,-2,0,2.0,17,18,1,0,1.0,114.6
2293,21,21,1,0,1.0,17,18,0,0,0.0,114.65
2294,21,21,0,0,0.0,17,19,0,1,1.0,114.7
2295,21,21,0,0,0.0,17,17,0,-2,2.0,114.75
2296,22,21,1,0,1.0,17,18,0,1,1.0,114.8
2297,21,21,-1,0,1.0,16,18,-1,0,1.0,114.85
2298,21,21,0,0,0.0,17,18,1,0,1.0,114.9
2299,21,22,0,1,1.0,16,19,-1,1,1.4142135623730951,114.95
2300,21,21,0,-1,1.0,17,18,1,-1,1.4142135623730951,115.0
2301,18,22,-3,1,3.1622776601683795,16,17,-1,-1,1.4142135623730951,115.05
2302,18,21,0,-1,1.0,17,17,1,0,1.0,115.1
2303,18,21,0,0,0.0,16,19,-1,2,2.23606797749979,115.15
2304,18,21,0,0,0.0,17,19,1,0,1.0,115.2
2305,21,22,3,1,3.1622776601683795,17,19,0,0,0.0,115.25
2306,22,24,1,2,2.23606797749979,17,18,0,-1,1.0,115.3
2307,23,24,1,0,1.0,16,18,-1,0,1.0,115.35
2308,22,23,-1,-1,1.4142135623730951,16,18,0,0,0.0,115.4
2309,22,24,0,1,1.0,16,17,0,-1,1.0,115.45
2310,23,24,1,0,1.0,17,16,1,-1,1.4142135623730951,115.5
2311,23,24,0,0,0.0,16,18,-1,2,2.23606797749979,115.55
2312,23,23,0,-1,1.0,17,18,1,0,1.0,115.6
2313,22,23,-1,0,1.0,17,18,0,0,0.0,115.65
2314,22,23,0,0,0.0,18,18,1,0,1.0,115.7
2315,22,22,0,-1,1.0,18,18,0,0,0.0,115.75
2316,22,23,0,1,1.0,18,18,0,0,0.0,115.8
2317,22,22,0,-1,1.0,16,17,-2,-1,2.23606797749979,115.85
2318,22,23,0,1,1.0,17,18,1,1,1.4142135623730951,115.9
2319,22,23,0,0,0.0,18,18,1,0,1.0,115.95
2320,22,22,0,-1,1.0,18,18,0,0,0.0,116.0
2321,22,22,0,0,0.0,19,19,1,1,1.4142135623730951,116.05
2322,24,22,2,0,2.0,18,18,-1,-1,1.4142135623730951,116.1
2323,22,23,-2,1,2.23606797749979,18,18,0,0,0.0,116.15
2324,21,23,-1,0,1.0,18,18,0,0,0.0,116.2
2325,21,24,0,1,1.0,18,18,0,0,0.0,116.25
2326,22,23,1,-1,1.4142135623730951,18,19,0,1,1.0,116.3
2327,22,24,0,1,1.0,17,18,-1,-1,1.4142135623730951,116.35
2328,22,24,0,0,0.0,18,18,1,0,1.0,116.4
2329,21,24,-1,0,1.0,18,18,0,0,0.0,116.45
2330,21,23,0,-1,1.0,18,18,0,0,0.0,116.5
2331,21,23,0,0,0.0,18,18,0,0,0.0,116.55
2332,21,23,0,0,0.0,18,18,0,0,0.0,116.6
2333,21,22,0,-1,1.0,18,18,0,0,0.0,116.65
2334,21,23,0,1,1.0,20,18,2,0,2.0,116.7
2335,21,23,0,0,0.0,20,18,0,0,0.0,116.75
2336,21,23,0,0,0.0,19,18,-1,0,1.0,116.8
2337,20,24,-1,1,1.4142135623730951,19,18,0,0,0.0,116.85
2338,21,24,1,0,1.0,18,19,-1,1,1.4142135623730951,116.9
2339,22,24,1,0,1.0,18,18,0,-1,1.0,116.95
2340,20,23,-2,-1,2.23606797749979,19,18,1,0,1.0,117.0
2341,20,22,0,-1,1.0,20,18,1,0,1.0,117.05
2342,21,24,1,2,2.23606797749979,18,18,-2,0,2.0,117.1
2343,21,24,0,0,0.0,19,18,1,0,1.0,117.15
2344,21,24,0,0,0.0,19,19,0,1,1.0,117.2
2345,22,24,1,0,1.0,19,19,0,0,0.0,117.25
2346,22,23,0,-1,1.0,19,18,0,-1,1.0,117.3
2347,22,24,0,1,1.0,20,18,1,0,1.0,117.35
2348,22,24,0,0,0.0,20,19,0,1,1.0,117.4
2349,21,24,-1,0,1.0,20,18,0,-1,1.0,117.45
2350,21,23,0,-1,1.0,20,18,0,0,0.0,117.5
2351,21,24,0,1,1.0,18,18,-2,0,2.0,117.55
2352,21,23,0,-1,1.0,18,17,0,-1,1.0,117.6
2353,20,23,-1,0,1.0,18,19,0,2,2.0,117.65
2354,22,23,2,0,2.0,18,18,0,-1,1.0,117.7
2355,21,23,-1,0,1.0,18,17,0,-1,1.0,117.75
2356,21,24,0,1,1.0,18,18,0,1,1.0,117.8
2357,22,24,1,0,1.0,19,18,1,0,1.0,117.85
2358,22,23,0,-1,1.0,19,18,0,0,0.0,117.9
2359,20,22,-2,-1,2.23606797749979,20,17,1,-1,1.4142135623730951,117.95
2360,21,24,1,2,2.23606797749979,18,18,-2,1,2.23606797749979,118.0
2361,21,23,0,-1,1.0,19,17,1,-1,1.4142135623730951,118.05
2362,22,23,1,0,1.0,19,18,0,1,1.0,118.1
2363,22,24,0,1,1.0,19,17,0,-1,1.0,118.15
2364,21,24,-1,0,1.0,19,18,0,1,1.0,118.2
2365,21,23,0,-1,1.0,19,18,0,0,0.0,118.25
2366,22,23,1,0,1.0,20,18,1,0,1.0,118.3
2367,17,20,-5,-3,5.830951894845301,20,18,0,0,0.0,118.35
2368,20,23,3,3,4.242640687119285,19,18,-1,0,1.0,118.4
2369,21,22,1,-1,1.4142135623730951,18,17,-1,-1,1.4142135623730951,118.45
2370,21,21,0,-1,1.0,18,17,0,0,0.0,118.5
2371,21,23,0,2,2.0,18,17,0,0,0.0,118.55
2372,21,21,0,-2,2.0,18,17,0,0,0.0,118.6
2373,21,22,0,1,1.0,20,19,2,2,2.8284271247461903,118.65
2374,22,22,1,0,1.0,20,17,0,-2,2.0,118.7
2375,21,21,-1,-1,1.4142135623730951,20,18,0,1,1.0,118.75
2376,20,22,-1,1,1.4142135623730951,22,17,2,-1,2.23606797749979,118.8
2377,20,22,0,0,0.0,18,18,-4,1,4.123105625617661,118.85
2378,19,22,-1,0,1.0,19,18,1,0,1.0,118.9
2379,,,,,,19,18,0,0,0.0,118.95
2380,21,23,2,1,2.23606797749979,19,18,0,0,0.0,119.0
2381,21,23,0,0,0.0,19,17,0,-1,1.0,119.05
2382,21,22,0,-1,1.0,19,17,0,0,0.0,119.1
2383,20,23,-1,1,1.4142135623730951,19,17,0,0,0.0,119.15
2384,22,23,2,0,2.0,20,16,1,-1,1.4142135623730951,119.2
2385,21,23,-1,0,1.0,19,18,-1,2,2.23606797749979,119.25
2386,20,23,-1,0,1.0,20,17,1,-1,1.4142135623730951,119.3
2387,20,23,0,0,0.0,19,17,-1,0,1.0,119.35
2388,20,22,0,-1,1.0,19,18,0,1,1.0,119.4
2389,18,21,-2,-1,2.23606797749979,19,19,0,1,1.0,119.45
2390,22,22,4,1,4.123105625617661,18,18,-1,-1,1.4142135623730951,119.5
2391,20,22,-2,0,2.0,19,17,1,-1,1.4142135623730951,119.55
2392,21,23,1,1,1.4142135623730951,18,18,-1,1,1.4142135623730951,119.6
2393,21,22,0,-1,1.0,18,16,0,-2,2.0,119.65
2394,21,23,0,1,1.0,18,16,0,0,0.0,119.7
2395,20,22,-1,-1,1.4142135623730951,17,17,-1,1,1.4142135623730951,119.75
2396,21,22,1,0,1.0,18,18,1,1,1.4142135623730951,119.8
2397,21,22,0,0,0.0,18,17,0,-1,1.0,119.85
2398,20,23,-1,1,1.4142135623730951,17,18,-1,1,1.4142135623730951,119.9
2399,21,22,1,-1,1.4142135623730951,18,18,1,0,1.0,119.95
2400,17,20,-4,-2,4.47213595499958,18,19,0,1,1.0,120.0
2401,21,23,4,3,5.0,18,19,0,0,0.0,120.05
2402,21,23,0,0,0.0,19,19,1,0,1.0,120.1
2403,21,23,0,0,0.0,19,20,0,1,1.0,120.15
2404,21,23,0,0,0.0,19,19,0,-1,1.0,120.2
2405,20,24,-1,1,1.4142135623730951,19,20,0,1,1.0,120.25
2406,20,22,0,-2,2.0,18,19,-1,-1,1.4142135623730951,120.3
2407,21,23,1,1,1.4142135623730951,18,19,0,0,0.0,120.35
2408,20,23,-1,0,1.0,18,19,0,0,0.0,120.4
2409,21,23,1,0,1.0,18,19,0,0,0.0,120.45
2410,21,22,0,-1,1.0,18,19,0,0,0.0,120.5
2411,20,23,-1,1,1.4142135623730951,19,20,1,1,1.4142135623730951,120.55
2412,20,23,0,0,0.0,18,19,-1,-1,1.4142135623730951,120.6
2413,20,23,0,0,0.0,18,19,0,0,0.0,120.65
2414,20,23,0,0,0.0,18,20,0,1,1.0,120.7
2415,21,24,1,1,1.4142135623730951,18,20,0,0,0.0,120.75
2416,21,23,0,-1,1.0,18,21,0,1,1.0,120.8
2417,20,23,-1,0,1.0,18,20,0,-1,1.0,120.85
2418,20,23,0,0,0.0,18,21,0,1,1.0,120.9
2419,20,23,0,0,0.0,18,21,0,0,0.0,120.95
2420,20,24,0,1,1.0,17,21,-1,0,1.0,121.0
2421,20,24,0,0,0.0,17,20,0,-1,1.0,121.05
2422,21,23,1,-1,1.4142135623730951,17,20,0,0,0.0,121.1
2423,20,24,-1,1,1.4142135623730951,18,21,1,1,1.4142135623730951,121.15
2424,19,24,-1,0,1.0,18,21,0,0,0.0,121.2
2425,20,23,1,-1,1.4142135623730951,18,21,0,0,0.0,121.25
2426,22,24,2,1,2.23606797749979,18,19,0,-2,2.0,121.3
2427,21,25,-1,1,1.4142135623730951,17,21,-1,2,2.23606797749979,121.35
2428,20,25,-1,0,1.0,18,21,1,0,1.0,121.4
2429,20,25,0,0,0.0,18,21,0,0,0.0,121.45
2430,20,26,0,1,1.0,17,22,-1,1,1.4142135623730951,121.5
2431,19,25,-1,-1,1.4142135623730951,17,20,0,-2,2.0,121.55
2432,17,24,-2,-1,2.23606797749979,17,19,0,-1,1.0,121.6
2433,19,26,2,2,2.8284271247461903,17,21,0,2,2.0,121.65
2434,19,25,0,-1,1.0,18,21,1,0,1.0,121.7
2435,20,25,1,0,1.0,17,21,-1,0,1.0,121.75
2436,19,25,-1,0,1.0,17,21,0,0,0.0,121.8
2437,19,25,0,0,0.0,18,21,1,0,1.0,121.85
2438,18,25,-1,0,1.0,18,21,0,0,0.0,121.9
2439,18,25,0,0,0.0,19,20,1,-1,1.4142135623730951,121.95
2440,19,25,1,0,1.0,19,20,0,0,0.0,122.0
2441,18,24,-1,-1,1.4142135623730951,19,20,0,0,0.0,122.05
2442,18,25,0,1,1.0,19,20,0,0,0.0,122.1
2443,17,24,-1,-1,1.4142135623730951,19,20,0,0,0.0,122.15
2444,18,24,1,0,1.0,19,20,0,0,0.0,122.2
2445,17,23,-1,-1,1.4142135623730951,18,20,-1,0,1.0,122.25
2446,16,21,-1,-2,2.23606797749979,19,20,1,0,1.0,122.3
2447,19,25,3,4,5.0,19,20,0,0,0.0,122.35
2448,19,24,0,-1,1.0,19,20,0,0,0.0,122.4
2449,19,24,0,0,0.0,19,19,0,-1,1.0,122.45
2450,19,24,0,0,0.0,17,20,-2,1,2.23606797749979,122.5
2451,19,25,0,1,1.0,19,20,2,0,2.0,122.55
2452,19,23,0,-2,2.0,19,20,0,0,0.0,122.6
2453,19,23,0,0,0.0,18,19,-1,-1,1.4142135623730951,122.65
2454,20,23,1,0,1.0,18,18,0,-1,1.0,122.7
2455,18,23,-2,0,2.0,18,20,0,2,2.0,122.75
2456,18,24,0,1,1.0,17,19,-1,-1,1.4142135623730951,122.8
2457,19,23,1,-1,1.4142135623730951,18,20,1,1,1.4142135623730951,122.85
2458,18,24,-1,1,1.4142135623730951,18,20,0,0,0.0,122.9
2459,18,23,0,-1,1.0,17,20,-1,0,1.0,122.95
2460,19,23,1,0,1.0,18,20,1,0,1.0,123.0
2461,20,24,1,1,1.4142135623730951,15,21,-3,1,3.1622776601683795,123.05
2462,20,24,0,0,0.0,16,19,1,-2,2.23606797749979,123.1
2463,19,24,-1,0,1.0,17,20,1,1,1.4142135623730951,123.15
2464,19,24,0,0,0.0,18,20,1,0,1.0,123.2
2465,20,24,1,0,1.0,18,22,0,2,2.0,123.25
2466,20,24,0,0,0.0,18,21,0,-1,1.0,123.3
2467,19,24,-1,0,1.0,18,21,0,0,0.0,123.35
2468,21,24,2,0,2.0,18,20,0,-1,1.0,123.4
2469,21,24,0,0,0.0,18,20,0,0,0.0,123.45
2470,21,24,0,0,0.0,18,21,0,1,1.0,123.5
2471,20,24,-1,0,1.0,18,19,0,-2,2.0,123.55
2472,21,24,1,0,1.0,19,20,1,1,1.4142135623730951,123.6
2473,20,25,-1,1,1.4142135623730951,18,19,-1,-1,1.4142135623730951,123.65
2474,21,23,1,-2,2.23606797749979,18,20,0,1,1.0,123.7
2475,21,24,0,1,1.0,18,18,0,-2,2.0,123.75
